PeriodStart,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily,Power
2022-03-26 03:00:00,6.8,-72,67.2,3.9,0,0,0,0,0,0,16.3,81.8,0,998.1,290,9.4,100,0.12,0
2022-03-26 04:00:00,6.4,-85,70.5,4,1,0,0,1,1,1,16.8,84.9,0,998.4,293,8.9,92,0.12,0
2022-03-26 05:00:00,6.4,-97,83.5,4.1,12,0,0,12,10,12,16.7,85.5,0,998.9,294,8.4,83,0.12,0
2022-03-26 06:00:00,6.8,-109,65.6,4.4,77,0,0,77,68,77,15,84.2,0,999.3,297,7.8,75,0.12,0.0382
2022-03-26 07:00:00,7.6,-123,40.4,4.4,200,44,19,219,215,243,12.2,80,0,999.8,305,7.1,67,0.12,0.3734444444
2022-03-26 08:00:00,8.5,-138,32.2,3.5,258,147,70,328,365,390,10.5,70.6,0,1000.5,325,6.5,60,0.12,1.353375
2022-03-26 09:00:00,8.9,-155,41.8,1.4,278,109,64,342,371,351,9,59.3,0,1001.3,343,6.5,55,0.12,3.924692308
2022-03-26 10:00:00,8.9,-173,2.1,0.1,100,859,517,617,988,627,8.1,54.1,0,1002,349,6.5,53,0.12,5.1162
2022-03-26 11:00:00,8.5,168,0,-1.1,79,922,549,628,1017,655,7,50.6,0,1002.4,350,6.7,53,0.12,6.956933333
2022-03-26 12:00:00,7.9,150,0,-3.3,79,906,500,579,933,719,5.5,45.1,0,1002.9,350,7.1,56,0.12,11.69978571
2022-03-26 13:00:00,7.3,134,0,-4.6,73,873,413,485,774,796,4.9,42.6,0,1003.7,351,7.4,62,0.12,11.52546154
2022-03-26 14:00:00,6.8,119,0,-5.1,64,803,292,355,554,818,4.7,42.5,0,1004.4,354,7.2,69,0.12,10.3787
2022-03-26 15:00:00,6.2,106,0,-4.7,50,659,153,203,299,542,4.9,45.4,0,1005,358,6.6,77,0.12,8.421043478
2022-03-26 16:00:00,5.4,93,14.8,-4,25,248,29,54,66,125,5.5,50.9,0,1005.6,356,5.7,85,0.12,5.90808
2022-03-26 17:00:00,4.7,81,40.5,-3.3,0,0,0,0,0,0,6,56.4,0,1006.6,350,4.7,94,0.12,3.056095238
2022-03-26 18:00:00,4.1,69,28.3,-2.4,0,0,0,0,0,0,6.3,62.5,0,1007.7,353,3.9,102,0.12,0.4544666667
2022-03-26 19:00:00,3.6,55,39.6,-1.6,0,0,0,0,0,0,6.6,68.7,0,1008.6,4,3.1,110,0.12,0
2022-03-26 20:00:00,3.1,40,41,-1.3,0,0,0,0,0,0,6.7,72.7,0,1009.4,16,2.6,116,0.12,0
2022-03-26 21:00:00,2.6,24,44.3,-1.6,0,0,0,0,0,0,6.7,73.6,0,1009.9,10,2.2,121,0.12,0
2022-03-26 22:00:00,2.3,7,42.1,-2.1,0,0,0,0,0,0,6.8,73.1,0,1010.1,346,1.9,123,0.12,0
2022-03-26 23:00:00,2,-11,42.2,-2.4,0,0,0,0,0,0,7.3,72.7,0,1010.3,332,2.1,123,0.12,0
2022-03-27 00:00:00,1.8,-29,35.1,-2.6,0,0,0,0,0,0,7.7,72.9,0,1010.7,333,2.4,120,0.12,0
2022-03-27 01:00:00,1.4,-44,32.3,-2.7,0,0,0,0,0,0,8,73.8,0,1010.8,332,2.4,115,0.12,0
2022-03-27 02:00:00,1.2,-59,24.9,-2.9,0,0,0,0,0,0,8.3,74.3,0,1010.8,331,2.2,108,0.12,0
2022-03-27 03:00:00,1,-72,22.9,-3.2,0,0,0,0,0,0,8.4,73.9,0,1010.8,323,1.7,100,0.12,0
2022-03-27 04:00:00,0.9,-84,54.6,-3.5,2,0,0,2,2,2,8.4,72.4,0,1011.1,313,1.2,92,0.12,0
2022-03-27 05:00:00,1.6,-97,69.3,-3.6,27,0,0,27,24,27,8.4,68.1,0,1011.4,283,0.8,83,0.12,0
2022-03-27 06:00:00,2.9,-109,31.4,-4.1,134,100,31,165,177,239,8.5,59.8,0,1011.5,230,1.2,74,0.12,0
2022-03-27 07:00:00,4.1,-123,9.4,-5,132,528,213,345,497,646,8.7,51.4,0,1011.5,209,1.9,67,0.12,0.1653
2022-03-27 08:00:00,5.3,-138,15.4,-5.2,197,457,223,420,578,584,9,46.5,0,1011.2,198,2.5,60,0.12,1.1265625
2022-03-27 09:00:00,6.4,-155,52.7,-4.9,272,9,5,276,249,278,9.1,44.2,0,1010.6,197,2.9,55,0.12,2.312214286
2022-03-27 10:00:00,7.4,-173,43.4,-4.4,336,33,20,357,339,357,9.1,42.8,0,1009.7,208,3.3,53,0.12,5.261
2022-03-27 11:00:00,8.5,168,36.5,-3.8,356,65,39,395,395,397,9.1,41.9,0,1008.6,222,4,53,0.12,6.90075
2022-03-27 12:00:00,9.5,150,46.4,-2.9,303,3,2,305,271,305,9.6,41.5,0,1007.4,235,4.6,56,0.12,3.738714286
2022-03-27 13:00:00,10.4,134,25.5,-2.1,225,263,121,346,424,467,10.7,41.5,0,1006.3,250,4.9,61,0.12,7.231
2022-03-27 14:00:00,10.7,119,38.6,-1.4,190,54,22,212,210,244,11.3,43,0,1005.2,261,4.9,68,0.12,8.435857143
2022-03-27 15:00:00,10.3,106,44.4,-0.7,108,0,0,108,96,108,11.1,46.4,0,1004.4,269,4.6,77,0.12,4.9505
2022-03-27 16:00:00,9.4,93,38.3,-0.8,36,2,0,37,33,38,10.8,49.2,0,1003.7,270,4.7,85,0.12,5.723307692
2022-03-27 17:00:00,8.1,81,57.2,-2.1,0,0,0,0,0,0,10.6,48.4,0,1003.3,266,4.9,94,0.12,2.867615385
2022-03-27 18:00:00,7.3,68,18.1,-2.7,0,0,0,0,0,0,10.6,49.3,0,1002.8,262,5.2,102,0.12,0.9171428571
2022-03-27 19:00:00,7.1,55,48.4,-0.9,0,0,0,0,0,0,10.3,57.1,0,1002.1,260,5.7,110,0.12,0.1073333333
2022-03-27 20:00:00,6.9,40,70,1.3,0,0,0,0,0,0,9.7,67.8,0,1001.4,262,6.2,116,0.12,0
2022-03-27 21:00:00,6.7,24,6.1,2.7,0,0,0,0,0,0,9.3,76,0,1000.8,266,6.3,121,0.12,0
2022-03-27 22:00:00,6.5,6,0,3.5,0,0,0,0,0,0,8.8,81.3,0,1000.2,269,6.4,123,0.12,0
2022-03-27 23:00:00,6.4,-11,4,3.7,0,0,0,0,0,0,8.1,83.1,0,999.3,271,6.8,123,0.12,0
2022-03-28 00:00:00,6.2,-29,0,3.6,0,0,0,0,0,0,7.4,83.3,0,998.5,273,7.3,120,0.12,0
2022-03-28 01:00:00,6,-44,3.2,3.4,0,0,0,0,0,0,6.7,83.7,0,997.7,273,7.8,114,0.12,0
2022-03-28 02:00:00,5.8,-59,41.5,3.3,0,0,0,0,0,0,6.3,84.1,0,996.9,271,7.9,108,0.12,0
2022-03-28 03:00:00,5.6,-72,53.6,3,0,0,0,0,0,0,6,83.3,0,996.1,269,8.2,100,0.12,0
2022-03-28 04:00:00,5.6,-84,54.7,2.8,3,0,0,3,2,3,5.9,82,0,995.5,268,8.6,91,0.12,0
2022-03-28 05:00:00,5.9,-96,26.8,2.8,60,68,12,73,74,107,6.2,80.9,0,995.2,269,8.8,82,0.12,0
2022-03-28 06:00:00,6.6,-109,3.1,3.1,75,577,165,240,340,600,6.3,78.2,0,994.8,269,8.9,74,0.12,0
2022-03-28 07:00:00,7.9,-123,0,3.2,78,786,319,396,606,811,6.1,72.5,0,994.3,270,9.3,66,0.12,0.26825
2022-03-28 08:00:00,9.2,-138,0,3.1,81,868,440,521,818,775,6.2,65.6,0,993.8,272,9.5,60,0.12,1.26028
2022-03-28 09:00:00,10.4,-155,0,2.8,84,904,522,606,963,706,6.5,59.4,0,993.3,273,9.5,55,0.12,3.430173913
2022-03-28 10:00:00,11.2,-173,0,2.4,85,917,561,646,1031,658,6.9,54.4,0,992.8,274,9.4,52,0.12,7.072291667
2022-03-28 11:00:00,11.4,168,0,2,86,910,552,638,1016,665,7.3,52.3,0,992.3,275,9.4,53,0.12,9.839652174
2022-03-28 12:00:00,10.9,150,0,2,87,879,494,582,919,718,7.6,54.4,0,991.8,275,9.5,56,0.12,11.34488
2022-03-28 13:00:00,10,133,0,2.3,85,823,397,483,750,777,7.9,58.6,0,991.3,273,9.5,61,0.12,11.74891304
2022-03-28 14:00:00,8.9,119,14.1,2.4,134,436,172,306,415,562,8.3,63.5,0,990.7,272,9.4,68,0.12,11.70025
2022-03-28 15:00:00,7.5,105,38.3,2.5,121,0,0,121,107,121,8.7,70.4,0,990.3,272,9.2,76,0.12,10.15873913
2022-03-28 16:00:00,6.2,93,45.8,2.4,34,0,0,34,30,34,9,76.6,0,990.1,272,9,85,0.12,8.213416667
2022-03-28 17:00:00,5.7,81,75.1,2.2,0,0,0,0,0,0,8.9,78.3,0,990,272,8.8,93,0.12,2.052291667
2022-03-28 18:00:00,5.7,68,76.3,2.2,0,0,0,0,0,0,8.8,78.3,0,989.7,271,8.5,102,0.12,0.4866956522
2022-03-28 19:00:00,5.7,55,69.3,2.4,0,0,0,0,0,0,8.8,79.4,0,989.2,272,8.2,109,0.12,0.06722222222
2022-03-28 20:00:00,5.6,40,28.9,2.6,0,0,0,0,0,0,8.9,81,0,988.8,273,7.8,116,0.12,0
2022-03-28 21:00:00,5.4,24,29.2,2.9,0,0,0,0,0,0,8.8,83.7,0,988.3,276,7.5,120,0.12,0
2022-03-28 22:00:00,5.1,6,46.8,3.1,0,0,0,0,0,0,8.6,87.1,0,987.8,278,7.1,123,0.12,0
2022-03-28 23:00:00,4.8,-11,54.2,3.2,0,0,0,0,0,0,8.7,89.5,0,987.3,281,6.7,122,0.11,0
2022-03-29 00:00:00,4.4,-29,48,3,0,0,0,0,0,0,8.9,90.5,0,987,285,6.3,119,0.11,0
2022-03-29 01:00:00,4.1,-44,58.6,2.8,0,0,0,0,0,0,8.7,90.8,0,986.8,287,5.8,114,0.11,0
2022-03-29 02:00:00,3.8,-59,52.9,2.5,0,0,0,0,0,0,8.1,91.3,0,986.6,287,5.2,107,0.11,0
2022-03-29 03:00:00,3.3,-72,64,2.2,0,0,0,0,0,0,7.5,92.6,0,986.6,288,4.6,99,0.11,0
2022-03-29 04:00:00,2.9,-84,51.6,1.9,3,0,0,3,2,3,7.4,92.8,0,986.8,292,4.1,91,0.11,0
2022-03-29 05:00:00,3.2,-96,41.1,1.3,56,18,3,59,55,69,7.6,87.6,0,987.2,300,3.5,82,0.11,0
2022-03-29 06:00:00,3.9,-109,27,0.1,152,72,22,174,175,229,7.9,76.2,0,987.6,320,3,74,0.11,0
2022-03-29 07:00:00,4.7,-123,19.4,-1.2,192,288,122,314,391,481,8,65.6,0,987.7,341,2.7,66,0.11,0.2568
2022-03-29 08:00:00,5.1,-138,27.3,-2.2,279,180,92,371,425,437,8.1,59.1,0,987.8,351,2.6,59,0.11,1.43
2022-03-29 09:00:00,5.5,-155,32.8,-2.9,343,99,58,401,418,414,7.9,54.5,0,987.8,359,2.6,54,0.11,2.9734
2022-03-29 10:00:00,5.8,-173,38.3,-3.7,381,21,13,394,363,394,7.8,50.3,0,987.7,9,2.8,52,0.11,5.219866667
2022-03-29 11:00:00,5.9,168,42.6,-4.2,356,9,6,362,326,362,7.8,48.1,0,987.4,18,3,52,0.11,5.869692308
2022-03-29 12:00:00,5.7,150,56,-4.2,254,0,0,254,224,254,7.9,48.8,0,986.9,26,3.4,55,0.11,6.510285714
2022-03-29 13:00:00,5.2,133,70.7,-3.7,142,0,0,142,125,142,8.2,52.5,0,986.5,32,3.9,61,0.11,6.12
2022-03-29 14:00:00,4.4,118,69.7,-3.1,103,0,0,103,91,103,8.6,58.4,0,986.2,38,4.2,68,0.11,5.297230769
2022-03-29 15:00:00,3.6,105,60.7,-2.8,77,0,0,77,68,77,8.8,63,0,986.1,43,3.8,76,0.11,2.820071429
2022-03-29 16:00:00,3,93,55.2,-2.9,28,0,0,28,25,28,8.5,65.1,0,986,49,3.2,85,0.11,1.173846154
2022-03-29 17:00:00,2.5,80,79.8,-3.1,0,0,0,0,0,0,8,66.5,0,986.1,61,2.8,93,0.11,0.7203846154
2022-03-29 18:00:00,2.2,68,77.3,-3.2,0,0,0,0,0,0,7.8,67.3,0,986.2,77,2.9,102,0.11,0.4839230769
2022-03-29 19:00:00,1.8,54,81.9,-3.2,0,0,0,0,0,0,7.7,69.4,0,986.1,83,3,109,0.11,0.07425
2022-03-29 20:00:00,1.3,40,73.9,-2.9,0,0,0,0,0,0,7.7,74,0.1,986,85,3.1,115,0.11,0
2022-03-29 21:00:00,1.1,24,72.8,-2.8,0,0,0,0,0,0,7.7,75.5,0.1,985.7,95,3.2,120,0.11,0
2022-03-29 22:00:00,1.1,6,74,-2.9,0,0,0,0,0,0,7.7,74.9,0.1,985.4,101,3.1,122,0.11,0
2022-03-29 23:00:00,0.8,-11,79.2,-2.1,0,0,0,0,0,0,7.9,81.1,0.2,985,105,2.7,122,0.12,0
2022-03-30 00:00:00,0.5,-29,82.1,-0.7,0,0,0,0,0,0,8.1,92.3,0.5,984.6,117,2.4,119,0.12,0
2022-03-30 01:00:00,0.5,-44,81.2,0.2,0,0,0,0,0,0,8.3,97.7,0.7,984.2,135,2.5,114,0.12,0
2022-03-30 02:00:00,0.7,-58,76.6,0.5,0,0,0,0,0,0,8.3,98.3,0.8,983.7,135,2.5,107,0.12,0
2022-03-30 03:00:00,0.7,-72,75.6,0.5,0,0,0,0,0,0,8.1,98.7,1,983.6,105,2.7,99,0.12,0
2022-03-30 04:00:00,0.5,-84,77.5,0.2,1,0,0,1,1,1,7.7,98.2,1.3,983.7,78,4.4,90,0.12,0
2022-03-30 05:00:00,-0.1,-96,89.7,-0.6,9,0,0,9,8,9,7.2,96.4,2,984.4,70,6.5,82,0.12,0
2022-03-30 06:00:00,-0.5,-109,85.3,-1.3,35,0,0,35,31,35,6.9,94.3,2.6,985.3,69,7.2,73,0.12,0
2022-03-30 07:00:00,-0.4,-122,82.9,-1.5,66,0,0,66,58,66,6.7,92.6,2.8,986.1,68,7.1,65,0.12,0
2022-03-30 08:00:00,-0.1,-138,75.7,-2.2,124,0,0,124,110,124,6.5,85.9,2.9,986.8,68,6.8,59,0.12,0
2022-03-30 09:00:00,0.6,-155,58.2,-3.3,256,2,1,257,229,258,6.3,75.1,2.7,987.4,67,6.4,54,0.12,0.01644444444
2022-03-30 10:00:00,1.1,-173,22.2,-4.2,299,339,211,510,659,513,6,67.9,2.5,987.7,61,6.1,51,0.12,0.187375
2022-03-30 11:00:00,1.2,168,15.5,-4.9,247,492,304,551,772,567,5.6,64.1,2.2,987.8,54,5.9,52,0.12,0.497
2022-03-30 12:00:00,1.2,149,38.3,-5.4,320,90,53,373,385,385,5.1,61.1,1.8,987.7,50,5.5,55,0.12,5.4801875
2022-03-30 13:00:00,1.1,133,55.1,-5.9,224,4,2,226,201,228,4.5,59.3,1.7,987.7,48,5,61,0.12,7.140625
2022-03-30 14:00:00,0.8,118,21.1,-6.4,179,309,117,296,364,509,4.2,58.4,1.6,987.8,44,4.7,68,0.12,11.18141667
2022-03-30 15:00:00,0.4,105,6.8,-6.6,83,511,123,205,264,512,4,59.3,1.5,987.9,41,4.5,76,0.12,6.4296
2022-03-30 16:00:00,-0.2,92,24.2,-6.6,34,215,29,64,68,148,3.9,62.3,1.5,988.1,40,4.2,84,0.12,2.999846154
2022-03-30 17:00:00,-1,80,69.7,-6.7,0,0,0,0,0,0,3.9,65.1,1.5,988.5,42,3.9,93,0.12,4.403294118
2022-03-30 18:00:00,-1.4,68,67.9,-6.9,0,0,0,0,0,0,3.8,66,1.5,988.9,44,3.9,101,0.12,2.065
2022-03-30 19:00:00,-1.4,54,67.7,-7.1,0,0,0,0,0,0,3.6,65.2,1.5,989.2,45,3.9,109,0.12,0.3186666667
2022-03-30 20:00:00,-1.5,39,66.2,-7.4,0,0,0,0,0,0,3.5,64,1.5,989.2,50,3.9,115,0.12,0
2022-03-30 21:00:00,-1.7,23,46.4,-8,0,0,0,0,0,0,3.3,62.3,1.5,989,55,3.7,120,0.12,0
2022-03-30 22:00:00,-1.9,6,17.6,-8.6,0,0,0,0,0,0,3.1,60.3,1.4,988.8,58,3.6,122,0.12,0
2022-03-30 23:00:00,-1.6,-11,0.1,-9.3,0,0,0,0,0,0,3.1,55.6,0.7,988.6,59,3.7,121,0.12,0
2022-03-31 00:00:00,-1.2,-28,15.9,-10,0,0,0,0,0,0,3.3,51.5,0,988.5,62,4,118,0.12,0
2022-03-31 01:00:00,-1.1,-44,0,-10.1,0,0,0,0,0,0,3.4,50.5,0,988.5,64,4.1,113,0.12,0
2022-03-31 02:00:00,-1.1,-58,0,-10.1,0,0,0,0,0,0,3.6,50.2,0,988.5,65,4.2,106,0.12,0
2022-03-31 03:00:00,-1.1,-71,0,-10.1,0,0,0,0,0,0,3.6,50.6,0,988.6,67,4.3,99,0.12,0
2022-03-31 04:00:00,-1,-84,2.8,-10,8,17,1,9,7,11,3.7,50.8,0,988.7,69,4.4,90,0.12,0
2022-03-31 05:00:00,-0.5,-96,15.9,-9.9,66,204,34,100,107,203,3.7,49.4,0,989,71,4.9,81,0.12,0
2022-03-31 06:00:00,0.1,-109,7.3,-10,90,545,168,258,347,624,3.7,46.5,0,989.3,71,5.5,73,0.12,0
2022-03-31 07:00:00,0.5,-122,0,-10.4,80,813,344,424,631,843,3.7,43.9,0,989.5,72,5.8,65,0.12,0.3001333333
2022-03-31 08:00:00,0.9,-138,0,-10.5,89,875,459,549,839,799,3.7,42.1,0,989.9,75,5.8,58,0.12,1.425214286
2022-03-31 09:00:00,1.2,-155,0,-10.6,94,912,542,636,986,732,3.6,40.9,0,990.1,75,5.6,54,0.12,3.451857143
2022-03-31 10:00:00,1.4,-173,0,-10.9,98,921,579,677,1054,688,3.5,39.5,0,990.1,72,5.5,51,0.12,7.331
2022-03-31 11:00:00,1.7,167,0,-11.2,101,912,567,669,1039,696,3.5,37.8,0,990,68,5.5,52,0.12,9.201176471
2022-03-31 12:00:00,1.7,149,2.1,-11.2,120,828,479,599,913,729,3.5,37.8,0,989.8,62,5.7,55,0.12,9.998571429
2022-03-31 13:00:00,1.5,133,1.4,-10.7,110,793,393,503,752,793,3.6,39.7,0,989.5,59,5.9,60,0.12,11.76858333
2022-03-31 14:00:00,1.2,118,8.5,-10.4,131,542,214,345,474,680,3.7,41.8,0,989.4,58,6,67,0.12,11.587625
2022-03-31 15:00:00,0.9,105,19.4,-10.2,125,201,51,176,194,316,3.7,43.3,0,989.3,55,6,75,0.12,9.470769231
2022-03-31 16:00:00,0.3,92,24.9,-9.9,39,157,21,61,61,127,3.8,46,0,989.3,52,5.9,84,0.12,7.447692308
2022-03-31 17:00:00,0,80,76.2,-9.4,0,0,0,0,0,0,4.1,49.1,0,989.5,54,6,93,0.12,5.127
2022-03-31 18:00:00,0.1,67,63.7,-8.8,0,0,0,0,0,0,4.4,51,0,989.8,60,6.3,101,0.12,2.356785714
2022-03-31 19:00:00,0.4,54,57.5,-7.9,0,0,0,0,0,0,4.8,53.6,0,990.1,67,6.7,109,0.12,0.2881
2022-03-31 20:00:00,0.7,39,56,-7,0,0,0,0,0,0,5.1,56.4,0,990.2,70,7,115,0.12,0
2022-03-31 21:00:00,0.8,23,55.5,-7.5,0,0,0,0,0,0,5.1,53.6,0,990.1,76,6.7,119,0.12,0
2022-03-31 22:00:00,0.7,6,65.6,-9.1,0,0,0,0,0,0,4.8,48,0,990,82,6.3,121,0.12,0
2022-03-31 23:00:00,0.5,-11,52.4,-9.5,0,0,0,0,0,0,4.7,46.9,0,989.7,77,6.4,121,0.12,0
2022-04-01 00:00:00,0.4,-28,51.1,-9.3,0,0,0,0,0,0,4.7,48,0,989.3,70,6.8,118,0.12,0
2022-04-01 01:00:00,0.4,-44,61.2,-9.2,0,0,0,0,0,0,4.8,48.5,0,989.3,69,7.2,113,0.12,0
2022-04-01 02:00:00,0.5,-58,68.7,-9.3,0,0,0,0,0,0,4.8,47.9,0,989.3,69,7.5,106,0.12,0
2022-04-01 03:00:00,0.5,-71,77.3,-9.6,0,0,0,0,0,0,4.8,46.7,0,989.2,67,7.7,98,0.12,0
2022-04-01 04:00:00,0.5,-84,87.3,-9.8,3,0,0,3,2,3,4.8,46,0,989.4,66,7.8,90,0.12,0
2022-04-01 05:00:00,0.8,-96,57.9,-9.6,51,0,0,51,45,51,4.8,45.6,0,989.6,67,8,81,0.12,0
2022-04-01 06:00:00,1.3,-109,39.5,-9.4,160,14,5,164,150,176,4.8,44.7,0,989.8,67,8.3,73,0.12,0
2022-04-01 07:00:00,1.8,-122,19.5,-9.2,205,301,133,338,415,509,4.8,44,0,989.8,65,8.6,65,0.12,0.4255294118
2022-04-01 08:00:00,2.2,-138,3.6,-8.8,139,717,383,522,768,731,4.8,44.2,0,989.8,63,8.8,58,0.12,1.371294118
2022-04-01 09:00:00,2.5,-155,0.2,-8.4,118,844,507,625,952,715,4.8,44.4,0,989.8,60,8.9,53,0.12,2.44675
2022-04-01 10:00:00,2.7,-173,0,-8.2,119,866,549,667,1024,677,4.9,44.6,0,989.7,55,9.1,51,0.12,5.2045
2022-04-01 11:00:00,2.7,167,0,-8.1,118,864,541,660,1011,686,4.8,45,0,989.6,51,9.2,51,0.12,9.313608696
2022-04-01 12:00:00,2.7,149,7.8,-8.1,185,640,372,557,806,667,4.9,45.1,0,989.5,47,9.1,54,0.12,11.00116
2022-04-01 13:00:00,2.8,132,0.1,-7.9,107,792,398,505,750,791,4.9,45.3,0,989.3,43,9,60,0.12,11.50417391
2022-04-01 14:00:00,2.8,118,13,-7.7,155,424,172,327,426,590,5,46,0,989.2,40,8.9,67,0.12,11.53366667
2022-04-01 15:00:00,2.6,104,22.2,-7.4,133,144,38,170,179,275,4.9,47.7,0,989.2,38,8.8,75,0.12,9.423727273
2022-04-01 16:00:00,2.2,92,19.4,-6.9,46,122,17,63,61,118,4.8,50.8,0,989.3,36,8.7,84,0.12,7.414347826
2022-04-01 17:00:00,2,79,60.3,-6.1,1,0,0,1,1,1,4.9,54.8,0,989.6,35,8.7,92,0.12,4.986454545
2022-04-01 18:00:00,2,67,69.1,-5.3,0,0,0,0,0,0,5.1,58.8,0,989.7,34,8.6,101,0.12,2.333545455
2022-04-01 19:00:00,2,54,71.9,-5,0,0,0,0,0,0,5.1,59.9,0,989.8,36,8.1,108,0.12,0.4603888889
2022-04-01 20:00:00,2.1,39,59,-5.4,0,0,0,0,0,0,4.9,57.7,0,989.7,42,7.5,114,0.12,0
2022-04-01 21:00:00,1.9,23,58.6,-6.3,0,0,0,0,0,0,4.8,54.7,0,989.8,47,7.9,119,0.12,0
2022-04-01 22:00:00,1.5,6,39.5,-6.7,0,0,0,0,0,0,4.8,54.8,0,989.7,46,8.2,121,0.12,0
2022-04-01 23:00:00,1.1,-12,4.2,-6.4,0,0,0,0,0,0,4.8,57.3,0,989.5,42,8.2,121,0.12,0
2022-04-02 00:00:00,1,-28,4,-6.2,0,0,0,0,0,0,4.9,58.7,0,989.3,36,8.1,118,0.12,0
2022-04-02 01:00:00,0.9,-44,5.3,-6.1,0,0,0,0,0,0,5,59.5,0,989.2,33,8.3,112,0.12,0
2022-04-02 02:00:00,0.9,-58,16,-6.2,0,0,0,0,0,0,5,59.1,0,989.3,33,8.7,106,0.12,0
2022-04-02 03:00:00,0.9,-71,2.1,-6.4,0,0,0,0,0,0,5.1,58.4,0,989.4,34,9.1,98,0.12,0
2022-04-02 04:00:00,0.9,-83,69.5,-6.6,4,0,0,4,4,4,5.1,57.5,0,989.6,34,9.3,89,0.12,0
2022-04-02 05:00:00,1.2,-96,12.5,-6.6,66,223,44,109,118,235,5.2,56,0,990,35,9.3,81,0.12,0
2022-04-02 06:00:00,1.7,-108,19.7,-6.5,151,231,68,218,243,392,5.3,54.3,0,990.3,36,9.5,72,0.12,0
2022-04-02 07:00:00,2.1,-122,33.7,-6.4,248,76,32,279,277,330,5.4,53.1,0,990.6,35,9.5,64,0.12,0.3190666667
2022-04-02 08:00:00,2.4,-137,20.2,-6.5,213,410,228,442,572,543,5.4,51.8,0,990.9,32,9.3,58,0.12,1.509571429
2022-04-02 09:00:00,2.6,-155,0,-6.7,109,865,524,633,961,723,5.2,50.5,0,991.2,30,9.1,53,0.12,3.8406875
2022-04-02 10:00:00,2.7,-174,0,-6.7,112,880,562,673,1029,684,5.2,50,0,991.4,28,8.8,50,0.12,3.719875
2022-04-02 11:00:00,2.8,167,0,-6.5,112,875,553,665,1014,692,5.2,50.3,0,991.5,25,8.8,51,0.12,8.326142857
2022-04-02 12:00:00,2.7,149,8.7,-6.4,180,638,379,558,797,653,5.3,51.3,0,991.6,23,8.9,54,0.12,10.6298125
2022-04-02 13:00:00,2.6,132,27.1,-6.3,264,210,110,374,431,453,5.4,51.8,0,991.6,19,8.9,60,0.12,10.60377778
2022-04-02 14:00:00,2.5,117,34.3,-6.3,221,68,23,245,234,298,5.4,52.3,0,991.8,16,8.8,67,0.12,9.6756
2022-04-02 15:00:00,2.1,104,19.9,-6.2,125,204,57,182,200,331,5.3,54,0,992,14,8.5,75,0.12,9.235086957
2022-04-02 16:00:00,1.5,91,17,-6.3,48,133,19,67,65,131,5.2,56.3,0,992.3,12,8.1,83,0.12,3.60052
2022-04-02 17:00:00,0.9,79,34.1,-6.6,1,0,0,1,1,1,5,57.5,0,992.7,10,7.7,92,0.12,2.511782609
2022-04-02 18:00:00,0.5,67,16.6,-6.8,0,0,0,0,0,0,4.9,57.9,0,993.1,10,7.3,100,0.12,2.10276
2022-04-02 19:00:00,0.4,53,18.3,-6.8,0,0,0,0,0,0,4.8,58.5,0,993.4,12,6.9,108,0.12,0.2471578947
2022-04-02 20:00:00,0.2,39,29.3,-6.8,0,0,0,0,0,0,4.5,59.3,0,993.6,14,6.3,114,0.12,0
2022-04-02 21:00:00,0,23,12.4,-6.8,0,0,0,0,0,0,4.1,60.2,0,993.6,14,5.4,119,0.12,0
2022-04-02 22:00:00,-0.2,6,39.2,-6.8,0,0,0,0,0,0,3.8,61.2,0,993.6,8,4.6,121,0.12,0
2022-04-02 23:00:00,-0.4,-12,35.5,-6.8,0,0,0,0,0,0,3.8,62,0,993.5,357,4.2,120,0.12,0
2022-04-03 00:00:00,-0.5,-28,42.3,-6.8,0,0,0,0,0,0,3.8,62.1,0,993.3,346,4.2,117,0.12,0
2022-04-03 01:00:00,-0.6,-44,45.6,-7.1,0,0,0,0,0,0,3.7,61.4,0,993.2,340,4.5,112,0.12,0
2022-04-03 02:00:00,-0.7,-58,40.9,-7.4,0,0,0,0,0,0,3.7,60.6,0,993.1,339,4.3,105,0.12,0
2022-04-03 03:00:00,-0.8,-71,33.3,-7.4,0,0,0,0,0,0,3.8,60.6,0,993.1,338,3.9,97,0.12,0
2022-04-03 04:00:00,-0.6,-83,34.2,-7.3,10,0,0,10,9,10,4,60.2,0,993.1,333,3.4,89,0.12,0
2022-04-03 05:00:00,0.2,-96,67,-7.2,44,0,0,44,39,44,4.1,57.4,0,993.3,326,3.4,80,0.12,0
2022-04-03 06:00:00,1.3,-108,62.2,-7.2,112,0,0,112,99,112,4.4,53.3,0,993.5,325,3.6,72,0.12,0.0055
2022-04-03 07:00:00,2.2,-122,41.6,-7.5,244,34,16,260,245,278,4.6,48.5,0,993.5,325,3.5,64,0.12,0.2872857143
2022-04-03 08:00:00,3.1,-137,15.1,-8.2,194,525,283,477,645,639,4.7,43.2,0,993.3,320,3.2,57,0.12,0.9874285714
2022-04-03 09:00:00,4,-155,40.4,-8.6,357,48,30,387,373,391,5,39.4,0,993,316,2.9,52,0.12,2.090052632
